text,lat,long,relevant
All you find in the bowl. Fork's in the drawer. Cracked shells #go in the 'cycler.,33.85867372395713,-117.24303181291077,0
@cityofcalgary: .@nenshi Macleod trail is fully open to traffic - they built a road in 1 day #yycroads #yycroads #yyctraffic - Amazing!!,34.06840780817256,-117.35103229773128,0
handed him the long wooden pole to which the new standard was attached. Luke raised the standard high. I claim...  Th,33.7758772534295,-117.41943413925615,0
10 days until I get to pretty much live on my quads and in paradise,34.093522805032094,-117.21026302498102,0
@amandamarie403 @calgarraidh yah. I would just wait. My coworker said she's just stuck on 52nd between tracks.,33.97191955794344,-117.58008072976507,0
Will always admire Kraftwerk for being amazing when boring 'classic' rock was throwing art into a shallow grave.,33.70516969287707,-117.93717223007911,0
In the good old days a certified cheque was like cash... You could deposit it no  problem. #ihatebanks #frustrated,34.02001433481649,-117.24928025013466,0
@janssen34032875: @AvaKoxxx: titty close up self shot  xxx wow xxx http://t.co/CJ2fUT8Pnu I would love to #titfuck those #massivejugs!!,33.785930779038694,-117.5624382542532,0
Back at 'er bright &amp; early! I'll be live on @my96fm and @CHAT945 throughout the day w/ hourly updates on the #mhflood. Stay safe! #medhat,34.168218329931356,-117.49225431335074,0
Some kinda allergies my face is red and itchy!! #wtf #yyc I want my #islandnights back. It might rain at home but it doesn't do this shiet,33.887641605668136,-117.1761211000143,0
"tree had lived. All the chairs and furniture in Lowie's home seemed overlarge, built for bodies much #taller than the av",34.085928557533684,-117.44751665882464,1
@JellyModern how's the Calgary location holding up?,34.140734194241425,-117.15117776545804,0
"@CorieEberle Check that, your twitter app? Ever since I did, it's been pooched",33.73750790788943,-117.21118279150478,0
"And now. Well, here I sit with Leia captured and awaiting who knows what fate. Do you think she's in some #miserable cell",34.13895490429613,-118.01783941393057,0
"Now Hiring Welder Journeyman - B Pressure in Hinton, AB #oilandgas -&gt; Apply today! #job #hiring http://t.co/1v6GjMiroX",33.77314331335825,-117.21192867787613,0
@bdydbl I'd be thinking sunshine and white sand beaches,34.00416546793848,-118.01964825251707,0
Mayor advises everyone to avoid downtown area.  #abstorm #yyc #floodpotential,34.03667350428126,-117.319723665649,1
"@JonathanWillis @BruceMcCurdy - terrible at trade proposals but would Hemsky, Gagner and the 7th be about right for Seguin?",33.83888283114119,-117.1870650434445,0
Where's that floatation device when you need it eh kharazny ? #dumpsterdiver #yycflood #atlantis  @ http://t.co/JC2xzWaGA7,33.89045874278779,-117.3575102160842,0
Fri 07:00: Temp 13.2 C; Humidity 61%; Press 102.0 kPa / rising; Health Idx 1.3.,33.820400542106114,-117.66633539028692,1
Congrats to the Blackhawks for winning the Stanley Cup*!  *shortened season Stanley Cup,34.04606756490586,-117.84264152444601,0
My thoughts and prayers go out to everyone affected by the #yycflood. Stay in good spirits knowing that all of #yyc is thinking of you.,33.968876578457454,-117.77931601648758,0
17 cars (including one Porsche) and 5 motorbikes were left in the underground garage during the flood. http://t.co/6spZwvnMSd,34.01695682652805,-117.81364152743988,0
I cannot believe all of the flooding happening here in Calgary. http://t.co/aFdVEtpy62,34.170257986148016,-117.99951544557894,0
Good @davidswann: visiting #Siksika Nation tomorrow to tour the damage &amp; see how to help http://t.co/FYs5P7N8pP #abflood #ablib,34.11335993071866,-117.85274069625991,0
"like. He feels the damotite better than I do, does Arrad. When he cuts himself I think he'll bleed green. Arrad...",33.80337181927729,-117.67833689274731,0
@Crackmacs same seems like 1/2 of#yyc is shut down.... #yycflood,34.03612090433295,-117.37169983737614,0
"Every time I fight this boss, I take off another 10% damage. Hopefully that means only 3 more tries. #mgr",33.7530730688897,-117.33406658641344,1
'Bergeron' appeared on Sunday 23 at the 13th place in the Top20 of Calgary's Trends: http://t.co/abTEjD6j7O,33.79401715668577,-117.9365342861858,1
"rt had been a Corellian corvette, the Tantive 1 V Long and narrow, with a bow like a sledgehammer head turned sideways a",33.78883028026868,-117.6353440972846,0
"For those documenting (and i trust that someone is) this heroic effort, my photos are your photos #sunnyside #yycflood",33.968578265640396,-117.22014088307535,0
"Construction Safety Manager, Calgary AB #job #hiring http://t.co/Z021OiwOls",33.88485032504505,-117.62236689712955,0
"Hahahaha! Too early for that shit, psycho.",33.95357993196473,-117.45875211424162,0
"rious resistance, and the #very last thing they could have expected was resistance from Imperial storm-troopers. Brightwa",33.84650310091879,-117.96318865605792,0
The only ships still moving on the screens were the,33.71812442152733,-117.2087028193632,1
Lord of the Rings Adventure Board Game is happening at the lake. #nerdlife @ Laurier Lake http://t.co/FFF568MLug,33.70805304305799,-117.71773339566978,0
"Taryn slipped out of the thicket and angled down toward the point where they expected to intercept the enemy, which Ben",33.74276927808374,-117.7663583205212,0
"I'm at Land &amp; Sea (Calgary, Alberta) http://t.co/yEXwlAOXrU",34.10384011050812,-118.00036832736336,0
@DrianRok I would like 2C him give directing a try bt really is there anything he can do...&amp; nt B good at it! Raised the bar for all men lol,34.02626501953957,-117.60360728629864,0
After a 73 hour work week ima eat enough pasta to induce me into a food coma &amp; wake up sometime Monday,34.06068497059043,-117.48877979927325,1
@FreshOuttaGayle you must be watching the jays game :-),33.79357885053777,-117.92616831465635,0
@nenshi thank you for delaying your trip to Toronto to be here in Calgary. It is greatly appreciated. Best mayor ever!,34.00433753257101,-117.31886172310116,0
A tightening in his chest made him realize he'd be #out of air soon. He'd only recently learned how to swim. But even a c,33.84097092671056,-117.60071947941178,0
rested on a #large lounge with a repuls #autofollowback orlift motor.,34.069947354578446,-117.38917631199278,1
You are so worth it.,34.01214449456586,-117.47468598840875,0
This gopher sits pretty for Pringles chips Tigis having a ball! http://t.co/wVHem2aIlE,33.9811749715765,-117.31463404764514,0
Yet to hear any thing bout the floods our end of the bow other then the dam has all flodd gates open,34.03185380767082,-117.37243593322606,0
I think I would be more concerned for homeowners. @shelley_wine  @CamMacIntoshCBC,33.99885089947349,-117.25437835294451,0
Mayor Nenshi and two awesome ladies delivering Timbits and coffee to front line workers in Bowness. #yycflood http://t.co/rNjaZaRPpH,33.95892878308448,-117.58176205661799,0
@JoshuaAdamsRock  good morning my sexy rock star. Have a fantastic day my friend. Miss you!!! #love. #hugs. #friendship #TeamJoshua xoxoxo,34.11171343836605,-117.55909929285231,0
Thousands of Calgarian's turnout today to volunteered to clean up after the flood. You rock Calgary! #yycflood #yyc http://t.co/vgDJEFDbeb,33.77584163292508,-117.62882723507678,1
@jenbernson ME....sometimes celery and cheese whizzzzzz,33.96860586440856,-117.6843196524432,0
"purple-bladed lightsaber he had built in his youth, the blade he had used to #destroy the clone, Alpha. A small metal to",33.73768722861008,-117.73177235407879,0
Red velvet cake is gross  never again,33.75963926184281,-117.73083838250008,1
@trendy_wendy1 @LarissaA89  @Scooper04 Siobhan found it on the ground and threw it at you as a representation of your friendship,33.721438039045125,-117.60820002840613,0
@emanuelburnstad @jolson391 You're welcome but don't call me Doc yet! Still have to go to Uni...,33.951300992448175,-117.3483669575208,0
"Internal Auditor and Accountant in Airdrie, AB #oilandgas #job #hiring http://t.co/17wYkSqPgG",33.881207034880234,-117.32450893961372,0
@RadioSweetie: It's hard cumming up with tweets when you're sexy AVI is distracting me. Thank you thank you very much. #TipsShadesAndWinks,33.8264096533343,-117.58956070881432,0
'Letang' appeared on Friday 28 at the 5th place in the Top20 of Calgary's Trends: http://t.co/D4b8ao3H8c,34.167842494240325,-117.32006641973308,1
Mirror mirror on the wall who's tge fairest of them all,33.98573603087122,-117.70740277863949,0
Free pancake breakfast at #FortCalgary ? Don't mind if I do!  Happy Canada Day!,33.788172220165045,-117.99535379875499,0
"s the day was hot, and Luke's fingers were growing numb. Gradually, a strange, unsettled feeling descended over him. For",34.08954523307583,-117.14220062938587,1
"Construction Safety Manager, Calgary AB #job #hiring http://t.co/T4wcorkMXW",33.76490261446027,-117.27109508287056,0
Sconn exhaled audibly and slumped back against the wall adjacent to Burgo's suite. His eyes fluttered closed.,34.02655402094949,-117.74828231555293,0
@narrynicotine SO CHASE GOT HIS PHONE BACK  AND THIS IS KIND OF WHAT I SEN HIM IM LAUGHING http://t.co/cmUrLnpo2l,33.77572264285069,-117.18912328215902,0
"For the last little while, it's been really dark when I've driven through the city's downtown at 4 AM. http://t.co/4Aha8AdlAC",34.04029970473898,-117.36178554960216,0
"@Fan4EvaWhitneyH I'll just have to be here twice as much for you now, Baby Girl. Sheena will show me how. She'll always be with you too.",34.02349606220178,-117.38598083207687,0
Bahay ni Lola Margarita   Please come stop by our Garage Sale Fundraiser for WYD!!! Your support is http://t.co/1NrsDjsdMQ,33.78395472231543,-117.74152557396015,0
Spending the day helping out rural Albertans reclaim their homes. #abflood #yyc #calgarystrong [pic]: http://t.co/5Cm1NGawNs,34.04436493547961,-117.32238926727035,1
"b offer being legit. That you, Falsta?",33.91776707881185,-118.0061597496725,0
"He cursed under his breath as he walked, each stride punctuated with a soft expletive. The guilt did not relent and he c",33.98579959995706,-117.73139658945124,0
@Premier_Redford Our thoughts are with the families as well.,34.107548766546145,-117.77216094757412,0
"Why are you telling me all of this? Thune demanded, shifting in her bonds.",33.96954310231123,-117.62176583724165,1
Women showing off bra straps is like guys showing off underwear.  Buy the right bra! Pull up your pants! #respect http://t.co/WWiy0F01jC,33.855381102651826,-117.42772986620078,0
Calgary flooding 6 #YYC #flooding #Calgary - Memorial Drive looking West @ Centre St Bridge http://t.co/4pqkRhpuq6,34.07163899349108,-117.32544705028386,1
10:00 AM @ Deerfoot Casino  $50 Deep Stack PLO Thursdays Pot-Limit Omaha Tournament @dficpkr http://t.co/AtDPIG3sJQ,33.78898126237674,-117.7412620949608,1
@samjackwolfcarn @neeniem75 @Fella_Bentoumi @BATB_NZ @MadVet2000 @Lena_BatB @flyingeagle2223 @ilkaitzel don't want focus on negative stuff!,33.71971616210701,-117.33232364998574,0
"Shhh. @alanacbaker: It has occurred to me I haven't slept in 36 hours. I think I may do that, soon. Why don't I feel more tired? #abflood",34.006711225134,-117.26005758953902,0
@LLudvigson how they build it or how they destroy it?,33.95815062765253,-117.633778593029,0
"High River residents' return a 'matter of days, not weeks': The Alberta government says it will be a matter of... http://t.co/vtY15XCF5J",33.91604955072751,-117.63236171459243,1
born. But no living Keshiri could claim kinship to the distant Protectors. Whatever #status any native previously enjoyed,33.76314446587201,-117.7125509547927,0
Wed 16:00: Partly cloudy. Risk of a thunderstorm this evening. Low 10.,33.769944509837096,-117.25302327639378,1
Wood Buffalo residents to receive flood funds: Residents of Wood Buffalo will be able to apply for funding to... http://t.co/lbNelaLNET,33.95010745828765,-117.70152273344057,0
@jennettemccurdy ... Do you like makin' license plates?,34.06424261467117,-117.90961125977785,0
"When stuck in Black Diamond, one must buy an ice cream cone. It's the only logical choice",33.93399672019875,-117.5851566849653,0
The one job i thought wouldnt be stressful is..,33.935416270014876,-117.50805570812052,0
"I don't think so, Han said. That old dame is just space-crazy enough to think a few hundred tin suits might actually",33.807345886773895,-117.49057911498684,0
Driving the forklift.. Feel something tickling my ear (pleas let it be my hair) worst fear come true.. Tar sand beetle! #nooo #cryingensues,34.0992990180551,-117.79580742999971,0
Sold for 98% of list! Will donate 10% to flood victims &amp; relief. #yycflood #yyconward http://t.co/fAmwTvdikH,34.089968033283434,-117.8140406241936,0
Why do I constantly lie to myself I say today is the day I will sleep ontime boom up at 4:30 am in the morn f me I'm a liar,34.06836247214918,-117.68297386692416,0
@jamiechilcott crazy cat. So you doing uni or working?,33.76096645025386,-117.66803048819466,0
f Nar Shaddaa and thrown to a pit of starved vr,33.78779751474966,-117.42637793014299,0
"@nenshi @ToriePeterson: When the state of emergency is lifted, I feel like the flame should be lit on the Calgary Tower. #yyc #yycflood",34.06485572046541,-117.34616206546707,1
"Not bad, Solo, Anja said. Your method was crude, but it's good to know you occasionally do make the right decision.",33.909285523251384,-117.73534422148285,0
Can everyone on my feed stop being a giant buzzkill? You can all go fuck your own face.,33.72365349600533,-117.50161176857289,0
"hey! if we all buy a little bit of stuff, it adds up to alot! if you can, you should! panties &amp; soap &amp; stuff! easy!  http://t.co/3TlLTBln7t",33.93933148683443,-117.96843212124126,0
"It won't be long now, I #guess, Vestara said.",34.11059126233041,-117.41883355300881,0
"Calgary home buyers, sellers in muddy legal waters after flood #realestate #yycre  http://t.co/fvE5lk3uVn",34.11379326270356,-117.80112437857115,0
@cityofcalgary: Many Bridges Closed across Calgary - complete list here: http://t.co/4xa3keBJmA #yyc #yycflood,34.076564443037554,-117.33139410874053,1
If anyone needs batteries shaw store at chinook has a ton. @Crackmacs #yycflood,33.720194929276126,-117.46256817325943,0
expecting to feel the emitter nozzle of a lightsaber pressing into her ribs just #before Jacen activated the blade.,34.06418094786344,-117.86260424239836,0
Seeing Les Miserables  with Lisa McFadzean and Dana (@ Southern Alberta Jubilee Auditorium - @itsallatthejube) http://t.co/Vuz6rVnDSs,33.984889506804365,-117.81896586266909,0
Bresking- 6 Calgary communities going back into homes TODAY:Details @GlobalCalgary #yucflood #abflood,34.016940041291,-117.28816969054554,1
"and is usually viewed in a #heroic light, recent events notwithstanding.",34.04524431496864,-117.62374708843126,0
"ook her. She dropped her lightsaber, one hand going to her throat attempting to pry off the invisible fingers, the other",33.72615790763278,-117.43659665345774,0
"Bemused, Ahsoka stared at the deactivated holotransmitter. Lanteeb. How very mystifying. And she'd look into it like Ana",34.1756309764115,-117.35591064099155,1
#toronto shows up at this time as Trend in Edmonton http://t.co/Di2peZPx0e,34.032067392372404,-117.5165214311632,1
"@TheRealDeFiant hahahaha too many wanna be tough kids in Barrie, half of them are the biggest pussies lmao",34.015385271940424,-117.9835079905256,0
"Play message, he told  #instantfollow it. #",33.95513209569787,-117.77648764939241,0
I HAVE EXAMS ALL THIS WEEK LAJSJKDSKNSFJKSK OMG NO IM SO SCARED :((((((,34.12058073938981,-117.244307091229,0
"Counting my blessings more than ever this weekend for a dry home, an incredible city, and for such an amazing Calgary family",34.16929201549281,-117.78386548703259,0
@eschwab15 could have used a penske today. Too bad you left early.,33.80488378467996,-117.66315394964424,0
Races are cancelled in wainwright due to track n muddy....but it's going to be the same tomorrow. #just#saying,34.06031843410501,-117.92657961102756,1
"dren to be alone. #Anakin and Tahiri sat side by side. Anakin stared out his window. As they passed Yavin 13, he found hi",33.73395955817908,-117.89885917820885,0
The resignation in Han's voice worried Leia more than any amount of yelling or cursing would have. It almost seemed as t,34.088186619875515,-117.60441806893455,0
@MetalGirlbuscus OMG! Have you seen Toby's high school yearbook photo? He hasn't changed!,33.74201564086184,-117.35826915468456,1
"Lets take a few minutes, he suggested. Go wander around the suite, stare out at the city, get a drink, do whatever y",33.991733075109416,-117.41695574269518,0
@amvanimere @chrisgggggg @MarcRondeau PS my room's on ninth floor if things really go to hell.,33.77830379114669,-117.8176644808052,0
"All schools in the CCSD have been cancelled tomorrow, June 21, due to high water.  Stay safe everyone.",34.0146448563088,-117.73740477098116,1
"When Ben failed to answer, Tahiri shot him a knowing half smile. Sorry-I forgot. You're the man who tells us nothing.",34.07022983943238,-118.02211219629757,0
@froknowsphoto flooding in Calgary Alberta http://t.co/mAmDk419j3,33.87612290247455,-117.78662151096651,0
"@UpperDeckHockey @UpperDeckSports just pulled pack wars 12-13 SPA Bobby Orr Team Canada  auto sp, great win http://t.co/4hSYUyxycG",33.8992862835111,-117.9889878825369,0
@roryuphold No it's not that! :)   Just slow to reply to people this week because of all the flood disruption!,34.03684120397606,-117.34976479978498,1
"While WRP and CPC are out tirelessly working to help the communities they represent, this ghoul says this. #abflood http://t.co/lokkJH3Zjt",34.13472319260509,-117.46412188562194,1
So it was Halestorm I saw unloading @TheUnionWest: EDMONTON: TONIGHT @Halestorm rock @StarliteRoom w/ @ageofdays #yegmusic,33.833349267018235,-117.99396109155659,1
So head transplants are doable now. http://t.co/AxHwTTrlKG,34.12087335756275,-117.95326841357289,0
And they're not the only ones.,33.75587961107773,-117.79761024068131,0
So many diapers. I fucking love my city. @ Lakeview Community Hall http://t.co/TiIIzGdXe1,33.889607999233796,-117.5857737038302,0
I need to do something or I'm gonna drive myself crazy. Being home alone sucks.,33.931855186727866,-117.14896338647422,0
rying to reactivate Centerpoint. And now #Gejjen used us to try to expand the war.,34.055158470343734,-117.92631988502843,1
"Quick little reminder, please help out people who have lost everything http://t.co/d9eoofN7Ls",33.96524389749694,-117.48994971586494,0
Half Off Bridal-Gown Dry Cleaning from Fine Drycleaning http://t.co/POuzsUZyDH,34.0163689815662,-117.45697590365612,0
HAHAHAHAHAH some guy just said he loved my hair then asked me on a date I'm scared,33.70571272314143,-117.74409624604715,0
"think they control it, but they're tragically mistaken. The dark side of the Force controls and consumes them, consumes",33.96827934799381,-117.95866420220571,1
"le. The commander repeats that surrender simply is not possible, and reiterates #that the only peaceful solution to this",33.756606318128775,-117.49481607949404,0
at w #instantfollow anting a thing does not mean getting a thing.,33.71383123035784,-117.69802698517088,0
The river along Sifton Road is encroaching on yards. Lower than Mission but running much faster. #yyc #ABflood http://t.co/C49kI8XXDY,34.078553421604674,-117.36965630363687,1
"ll him. I just wanted to rush over there and take Vader apart, #piece by piece. Despite the troopers that had appeared an",33.76496227921709,-117.49773585078556,0
Calgary holds its breath as flood waters advance. Surrounding communities are getting pummeled by Mother Nature. #yyc #yycflood,34.11520907760646,-117.89571959612944,0
"a peaceful assembly in their own Big Circle of Fun did not violate the rules established by their Blaudun masters, it #si",33.76758508159711,-117.34537192070934,0
"The Force will sustain #him, Rolund added.",34.05743441367006,-118.0004352481578,0
"Is miserable, need some sort of therapy..just can't decide if it should be in the form of retail, chocolate or wine! *sigh* #seriously",34.0335619701679,-117.77637531789499,0
@DrewBarnesMLA  also! MT@houseguy4410 @BlakePedersen1 Blake I cant say enough 4 the long days U have put in #wrp #mhflood #rollupyoursleves,33.716962572402984,-117.5773080311453,0
"Collection Officer needed in Edmonton, BC, Entry level! Apply today! #job #hiring http://t.co/SsEP298tYQ",34.10793378872005,-117.53414846318438,0
"(Silence)...I can't hear you (Crowd boos), thumbs up. Hahaha",33.980164865386016,-117.30450984297279,0
"People's back yards are gone, houses starting to fall in @ Canmore, AB http://t.co/lNKCSQEVUE",34.06434341775707,-117.3337759250645,1
On thing that makes the CHL a great place to groom pros? The crowds. Gets the kids used to external pressure.,34.156825806928765,-117.23430351347562,0
@misheybelle @DriveYYC looks like an Executive L series Lincoln Towncar (mini stretch limo) which is a good foot longer than most cars #kcco,33.90049495944276,-117.89190672122135,0
@karibear09 Im fine...been having a lovely chat with @DrianRok !,33.771943834267056,-117.3601912835228,0
The poor guy who owns this house!! #yyc #cranston #scary #ig @ Home http://t.co/Se3JNY5LRH,34.06771485977885,-117.36864480649388,0
'Canada Day' appeared on Tuesday 25 at the 17th place in the Top20 of Calgary's Trends: http://t.co/n4SBI4rzqz,34.138127311583816,-117.62768265530659,0
"There's thunder a lightning, cuddle weather girls :ppppppp #comecuddle",34.01205371307252,-117.32365409196692,0
"@aldjohnmar @nenshi Be safe! Thanks! And thank you to ALL #yyc, regional and #ableg emergency workers. We're grateful you're on the job.",33.91092701788111,-117.17801365889562,0
"@d_gilmerCFRE @cfcalgary @CF_Hamilton Waiting to see how they do against the Stamps ! Calgary strong, flood and all ! @cfcalgary",33.98417149715849,-117.35446269842548,1
Don't ever in your life call me Nigga,33.81831672154234,-117.92622018543436,0
@habschick66 lol....Lets hope the #blackhawks have something to say about it.,33.81963894982834,-117.13862570936566,0
@BrookeTrishia Calgary.. Why are you dancing without me!,33.981838784158676,-117.66361999177096,0
Party in Miami tonight! The #Heat have done it again. NBA Champions!!!,33.8710473739567,-117.96091534207231,0
"@ShelleyLarose @ericaryder @tavisford @darlenef949 @ImperialOil get stuff to us by noon tomorrow, or people can come with too",34.08300912314397,-117.78102760531078,0
@TheRealJEatz depends if he is handicap the of course but if he is just a dumbass kid that's stupid. Have fun diying faggot,34.133890294393225,-117.27026234122307,0
"I'm at Stephen Ave Mall (Calgary, AB) http://t.co/AcBJCF5YQo",34.05948469431792,-118.00927513114719,1
I think I've had the same battery in my Sunrise pickup for a decade now.,33.772729369244104,-117.42290183253172,0
I haven't seen Molly in like 3 weeks.....where's that bitch hiding,33.83989386074183,-117.43305769425554,0
Forgot to take my makeup off last night and its just looking fantastic this morning #naaat,33.904373457965136,-117.56400600225746,0
Supreme bug protection. Cooking for a house full of refugees. #floodageddon @ Dunne/Turk Household http://t.co/jMvHHe5xZF,34.03264165143477,-117.36965479407073,0
"On Saturday 22, #yycflood was Trending Topic in Edmonton for 8 hours: http://t.co/b0llsM3s3B",33.838233523045666,-117.37573943517825,1
Just woke up and I can hear the rain coming down....like really? How bout no. This is enough.,34.07856762829295,-117.34516754584278,0
Boonstock festival goers cleaning up after four-day party in Gibbons [Photos]: The fun and games have wrapped up... http://t.co/LAtxqJab1c,33.777843637638675,-117.89961061775722,0
Residents of #Banff &amp; Lake Louise have their power back. It was out all night after a transformer flooded. A long night for crews. #abflood,34.103154319568155,-117.30275220150064,1
First aid hurry up. I'm not being paid to sit around,33.87429713856579,-117.5369365749933,0
100 000 people evacuated from Calgary. We're playing there in a tent tonight.. That is all. #WTF #LifeOnTheRoad http://t.co/CZINQqR3XJ,33.719987153812944,-117.33222644110596,1
Thank you Calgary for everything!  #sunnyside #yycflood We no longer need food or supplies -- we are passing them along to other areas.,33.818779054638306,-117.24808156295998,0
Province will work with RCMP to return High River firearms: Solicitor General Jonathan Denis said the government... http://t.co/roARAKS0x1,33.869763166804084,-117.5944596790724,1
"@JerroldMcGrath I'll tell Noah, he'll be happy to get the costume back. It's the little things these days!",34.009100419213894,-117.93115563233809,0
Going home...fun night still,34.14240324077463,-117.27025906940278,0
@hitthepost they will not draft Fucale. In Feasters interview he did not mention goalie as a position of need,34.1667459974749,-117.97226331465431,0
@cityofcalgary @CalgaryPolice is there anything I (or anyone) can do to help with the flood relief efforts?  #yycflood,34.09491483361118,-117.29638459944208,0
"eir side, sweeping a deadly path toward the #nearest building. Their bodyguards closed in behind them, blocking pursuit a",33.838834539890534,-117.52659604654774,1
"#bowriver #yyc railway bridge failure stabilizing in last hour, railcars to be offloaded to tankers on parallel bridge. Lets hope",34.127091545008106,-117.19182646979478,1
"Update: Eden Valley This is river n it's still raining,water treatment plant needs repairing #abflood #yycflood http://t.co/tsodfvyo2g",34.16921516302473,-118.00419251586563,1
@stopbeingfamous Don't let them forget what so many Republicans thought of Mandela including Regan and Cheney.,34.01002277803431,-117.76962036519406,0
He asks her to a movie.,33.716555289309014,-117.14213599729959,0
I haven't danced in forever.,34.00954928394762,-117.29181705841023,0
selfie mode... still feeling pretty in my zombie-like face...after my 8-hr graveyard shift then kiddos http://t.co/MuHhjM73yW,34.047405847906816,-117.82238547903972,0
"Wait... One cache left for me to get, and it's in the Eternal Battlegrounds. And the WvW reset is today. This is going to be hellish. #gw2",33.697492939550315,-117.76246358947023,0
@brittannyyx according to your horoscope you are always jealous... I think that's funny for some reason,34.0867080553829,-117.96537814479271,0
"raffic's at a stop:that one clump of men is still holding back, still #trying to get Skywalker up on their shoulders.",33.78193788052508,-117.16343749604552,0
he knew he would have to play up that fact if he hoped to enlist Poste in the search. The kid wasn't much with a blaster,34.09375015087534,-117.13753248125113,0
noree cried out in pain. Dal grinned.,33.86697769484872,-117.90006780626341,0
Does your heart stop when my name pops on your phone? Do you smile when you text me? Do you save my messages? Do you look back at my texts?,33.840584684241534,-117.65513655286976,0
"Machine Tool Sales Representative needed in Cochrane, AB. Great pay ! #job #hiring http://t.co/DVzeWGRbyy",33.708274196715195,-117.90402202295567,0
@bigeyesband Did u get a chance to take a look at the email I sent? I know you're on the road so whenever you get a chance would be rad! =),34.15333498053537,-117.27620650130184,0
Final event: the run #ITUtriathlon http://t.co/3ePUdGwWd0,33.80183092232837,-117.79561498049273,0
Road tripping with my Bro http://t.co/4T2i6KzvUu,33.890857612771285,-117.83657363844308,0
#Dinner time with my #BFF. Xo #west #rooftop #summertime #heat #sunshine #goodtimes #love you. @ WEST http://t.co/i6ShQOUA1E,33.9270960184542,-117.6328790699578,0
Breaking:AHS approves 2 #mission shops reopening + donating food for #yycflood victims + volunteers @GlobalCalgary http://t.co/el0METjtOD,33.84501251181387,-117.55837886124313,1
"Happy birthday my love you are so talented, beautiful and spectacular. Happy birthday and many more my sweet @LanaDelRey",33.76191534465381,-117.67893255709579,0
The third period is going 2 be the most intense 20 minutes of my life! LETS GO BRUINS #bruins bruinsfam #nhl #CHIvsBOS #becauseitsthecup,33.75327112775344,-117.82960574978658,0
"Clearly, the mistake was that the souvenir seller came to them with more money than what we paid. The plaza managers ha",33.792627338862765,-117.24326392554165,0
But it always pays to be sure.,34.076925272891586,-117.64615464437529,0
i bet other schools are laughing at us right now,33.89122802727324,-117.1509360132937,0
having coffee in Bowness while the rest of the world thinks we are 'under water' @ bowness http://t.co/xSiBPVz7T4,34.041239323271945,-117.33602964158506,0
@isabelleklea14 You too. Enjoy the day.,33.89477865827248,-117.54131738247949,0
Nothing like getting a LONG bike ride in b4 heat of day...then getting back seeing how funny u look with ur hair plastered 2 ur face #medhat,34.048849827644176,-117.99759280156246,0
Hard to prove but I bet the old pedi bridge would have not been effected by the flood. Seems to me http://t.co/17YZJUg8Nf,34.04230912014152,-117.36395990676556,1
I dont know them :(( #beforeyouexit #band http://t.co/2MzBWbEz8J,33.982967590363415,-117.94533907122559,0
Bowness residents stunned by flood's muddy devastation: A portion of Bowness felt the full brunt of the powerful... http://t.co/DD2ChCYCyX,34.07265934332364,-117.37292289083034,0
We are pumping out the basement! #yycflood #wetsos http://t.co/j9CXxALVqj,34.046741416993534,-117.3484865119284,0
"Impressive, Dooku said as he came   stop before the Mandalorian. You come highly recommended by your leader. I am",34.052003196601966,-117.69514205956072,0
@rhenzramirez18 @JustSammyyG @iamChuntian @Izang_Calawita WOW! Look at your Social. 20-1 goes first before 10-1 in Sem 2. Hilarious!,33.924240358765566,-117.3967002008538,0
Calgary police and firefighters getting briefed while they're signing us volunteers up for work! http://t.co/q01W7SPtZg,33.83078370395468,-117.67784805252342,1
"Photo proof: as always, we're recording this briefing for everyone to watch ASAP. http://t.co/pO2OTBAxRy",33.83428836348526,-117.79373670658079,0
Flood party update #1: Coles shirt is off already and we have duck hunt going,33.88646184677508,-117.26773474819393,0
Down in Stanley Park helping with the flood!! Prayers #yyc @ Stanley Park Outdoor Pool http://t.co/qGyXgDm5DV,34.03805426476737,-117.32303801775188,0
"@brendanfrijoles Thank you so much, Brendan! Had the best time lifting spirits in our amazing neighbourhood! #missionpossible",33.954476724689634,-117.51247684242121,0
@666potter just like you said. No rest for the wicked,33.86808384030225,-117.47970743887943,0
Pretty sure I'm the only one writing the science diploma still,33.7832160820033,-117.87894820109513,0
"A new vision came to him, rushing out of the void to fill his mind.",34.11643930140712,-117.19087362454151,0
This was all under water yesterday. (at Quarry Park) [pic]  https://t.co/jcIJiHt96r,34.03862199731334,-117.3429932289314,0
@Calvin_Sears Mr McDonald . Big thank you for the  help coming to us in alberta . Truly proud to be part of this company .thank you,34.07164165854201,-117.37831327626455,0
This is so awesome: @dinnerwithjulie stranger just offered one of our front line food trucks $1000 to keep feeding victims and volunteers.,33.85714326778863,-117.48950855174455,0
Not sure if anyone is aware ...but we're in a state if emergency. #yycflood @ Elbow And Riverdale http://t.co/ZgN7VkECdX,34.05886204936899,-117.31634083953476,1
"Slept in which was much needed, and now enjoying coffee on the patio. #beautifulmorning #yeg http://t.co/ZE9l6GpU15",34.11498269503661,-117.63937761579277,0
"On Friday 28, #ButterballCA was Trending Topic in Edmonton for 23 hours: http://t.co/Rc4NuxxlNB",33.909135666927234,-117.76616067184212,1
@DaRealGabriella I've heard but I still won't believe it until they say on tv or something,33.94091715968721,-117.58728053396456,0
"Doc Rivers is now the head coach for the Clippers. Garnett and Pierce leaving, what's going on Boston?",33.750114454838084,-117.51221446943292,0
