text,hashtags,user_name,date,user_location,label
"SoCal’s Tickfire 55 Percent Contained, NoCal’s Kincade Fire Explodes Overnight, 90,000 Evacuated http://highlighthollywood.com/2019/10/socals-tickfire-55-percent-contained-nocals-kincade-fire-explodes-overnight-90000-evacuated/ …pic.twitter.com/J0vEWR5eyE",,Highlighthwd,2019-10-27 13:25:31+00:00,,1
"Tick Fire: 4615 Acres Burned, Most Evacuations Lifted As ... #Torabi.com #Los Angeles #Real Estate #Buy Home #Sell Home #Luxury #LA Market #Propertyhttps://bhive.nectar.social/92Vpev",#Torabi #Los #Real #Buy #Sell #Luxury #LA #Propertyhttps,LAMarketRealEst,2019-10-27 13:16:24+00:00,,1
#TickFire Tree. The good news is it’s perfect for Halloween. pic.twitter.com/qgsZQTTvao,#TickFire,HopeNote,2019-10-27 13:06:29+00:00,,0
The past few days have been scary & exhausting with #TickFire burning hills behind my house. Thank you @LACoFDPIO for saving the neighborhood! #lacfd @CBSLApic.twitter.com/vlBzuJCK4n,#TickFire #lacfd,HopeNote,2019-10-27 13:00:09+00:00,,1
#TickFire: @GeneNBCLA will be on scene in #SantaClarita where the blaze still burns; Join us and get full updates within the next hour for #TODAYinLA on Channel 4 @nbcla 7-8am.pic.twitter.com/gFQs0yaqgO,#TickFire #SantaClarita #TODAYinLA,MekahloNBCLA,2019-10-27 12:59:54+00:00,,1
"Large bones that appeared to belong to a deceased human being were found in Santa Clarita in an area burned by the Tick Fire, the Los Angeles County Sheriff's Department said Saturday. https://ktla.com/2019/10/26/human-remains-found-in-burned-area-of-santa-clarita-unknown-whether-death-is-related-to-tick-fire/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db58e624c15b8000148f88d&utm_medium=trueAnthem&utm_source=twitter …",,KTLAMorningNews,2019-10-27 12:32:36+00:00,,1
"Large bones that appeared to belong to a deceased human being were found in Santa Clarita in an area burned by the Tick Fire, the Los Angeles County Sheriff's Department said Saturday. https://ktla.com/2019/10/26/human-remains-found-in-burned-area-of-santa-clarita-unknown-whether-death-is-related-to-tick-fire/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db5881d8021ed0001328241&utm_medium=trueAnthem&utm_source=twitter …",,KTLA,2019-10-27 12:06:03+00:00,,1
#TickFire: Learn how #firefighters worked to save precious family memories in the path of the #SantaClarita flames; #TODAYinLA Channel 4 @nbcla beginning at 7am.pic.twitter.com/qUlnR7Czqd,#TickFire #firefighters #SantaClarita #TODAYinLA,MekahloNBCLA,2019-10-27 12:04:43+00:00,,0
#SantaClarita: Disturbing discovery on charred Santa Clarita hillside; Find out what an employee found as he was mopping after the #TickFire moved through on #TODAYinLA Channel 4 @nbcla beginning at 7am.pic.twitter.com/ChDBIGb6on,#SantaClarita #TickFire #TODAYinLA,MekahloNBCLA,2019-10-27 11:44:32+00:00,,0
#TickFire: More people are heading home in the battle against the #SantaClarita blaze; #Firefighters are bracing for stronger winds; Join us for the latest details on #TODAYinLA Channel 4 @nbcla starting at 7am this #SundayMorning.pic.twitter.com/KskhB8X1bv,#TickFire #SantaClarita #Firefighters #TODAYinLA #SundayMorning,MekahloNBCLA,2019-10-27 11:39:43+00:00,,1
"Large bones that appeared to belong to a deceased human being were found in Santa Clarita in an area burned by the Tick Fire, the Los Angeles County Sheriff's Department said Saturday. https://ktla.com/2019/10/26/human-remains-found-in-burned-area-of-santa-clarita-unknown-whether-death-is-related-to-tick-fire/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db54f224c15b8000148f4b4&utm_medium=trueAnthem&utm_source=twitter …",,KTLAMorningNews,2019-10-27 08:02:44+00:00,,0
"Large bones that appeared to belong to a deceased human being were found in Santa Clarita in an area burned by the Tick Fire, the Los Angeles County Sheriff's Department said Saturday. https://ktla.com/2019/10/26/human-remains-found-in-burned-area-of-santa-clarita-unknown-whether-death-is-related-to-tick-fire/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db548cb8021ed0001327e4b&utm_medium=trueAnthem&utm_source=twitter …",,KTLA,2019-10-27 07:35:45+00:00,,0
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2mMd pic.twitter.com/NsxVocFmZL,,AltadenaPatch,2019-10-27 06:51:33+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2mLh,,WwoodCCityPatch,2019-10-27 06:51:32+00:00,,1
Grisly! Human remains found in the burn area of the Tick Fire. The remains were NOT from someone who perished in the fire! https://twitter.com/CBSLA/status/1188333320364535808 …,,GlitzyKismet,2019-10-27 06:42:01+00:00,,0
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2lB0 pic.twitter.com/KLxyqKLzR4,,SPasadenaPatch,2019-10-27 06:35:03+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2l9s pic.twitter.com/AM1r2VzYkn,,LosAngelesPatch,2019-10-27 06:35:03+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2lBc,,SierraMPatch,2019-10-27 06:35:02+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2lBy,,EchoParkPatch,2019-10-27 06:35:02+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2l9l,,PaliPatch,2019-10-27 06:35:02+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2lB7,,HollywoodPatch,2019-10-27 06:35:02+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2l9G,,ShermanOakPatch,2019-10-27 06:35:02+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2l7N pic.twitter.com/1b0WDeoxfQ,,EagleRockPatch,2019-10-27 06:34:33+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2l82,,SanMarinoPatch,2019-10-27 06:34:33+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2l4s,,PasadenaCAPatch,2019-10-27 06:34:32+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2l69,,HighlandPatch,2019-10-27 06:34:32+00:00,,1
Evacuations for tens of thousands were lifted as the Tick Fire held at 55 percent containment. https://trib.al/3UKpYZy,,StudioCityPatch,2019-10-27 06:27:48+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2jrg,,NoHoPatch,2019-10-27 06:17:32+00:00,,1
Crews Battling Tick Fire Brace For New Round of Santa Ana Winds http://dlvr.it/RH2jY9,,EncinoPatch,2019-10-27 06:14:01+00:00,,1
"I just saw that about the Santa Ana's. These fires a just unbelievable. I remember when we used to just complain about how hot it was, not worrying about fires everywhere. I just saw the Tick fire is about 25% containment. Hope they get more tonight. Just stay safe!",,nancystaack,2019-10-27 06:10:42+00:00,,1
Help animals affected by the #tickfire and other #californiawildfires:https://twitter.com/LACoAnimalCare/status/1188267298164887553 …,#tickfire #californiawildfires,AudryT,2019-10-27 06:06:58+00:00,,1
"The Tick Fire in the Sand Canyon area of Santa Clarita grew more than 600 acres overnight as it destroyed 18 structures, burning through a total of 4,615 acres, authorities said Saturday. https://ktla.com/2019/10/26/tick-fire-now-4600-acres-after-growing-more-than-600-acres-overnight-destroying-9-structures/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db533028021ed0001327cf2&utm_medium=trueAnthem&utm_source=twitter …",,KTLAMorningNews,2019-10-27 06:02:45+00:00,,1
TICK FIRE MURDER MYSTERY: Year-old remains unearthed by Tick Fire prompt homicide investigation https://cbsloc.al/2PiFQ5L,,CBSLA,2019-10-27 05:55:16+00:00,,1
Year-Old Human Remains Found in Tick Fire Burn Area https://www.nbclosangeles.com/news/local/Human-Remains-Found-in-Tick-Fire-Burn-Area-563922191.html … via @nbcla,,zaswadosaze,2019-10-27 05:00:43+00:00,,0
This is a new fire. It’s outside the Tick burn area.,,lacfd,2019-10-27 04:55:36+00:00,,1
"RETURNING TO NOTHING — Families were let back into their neighborhoods after evacuating bc of the 46-hundred acre #TickFire. @LACoFDPIO reports the fire destroyed 16 structures. Today, people helped salvage things from their neighbors’ homes. We’re live at 10 on . @FOXLA.pic.twitter.com/HenKnbmzwJ",#TickFire,LeahUko,2019-10-27 04:46:37+00:00,,1
"Flying fires at night is dangerous, and these guys did it. Again and again. Because that's what heroes do. #TickFire #FirefightersAreHeroeshttps://twitter.com/twxman911/status/1188293323045462016 …",#TickFire #FirefightersAreHeroeshttps,StonesOfTerrene,2019-10-27 04:00:00+00:00,,1
#TickFire #FirefightersAreHeroeshttps://twitter.com/RosenfeldReport/status/1188301405901058048 …,#TickFire #FirefightersAreHeroeshttps,StonesOfTerrene,2019-10-27 03:56:27+00:00,,0
"Some shots from today at the #TickFire. Lighter winds Saturday meant most of the 50,000 people who were displaced have now returned, some to pink houses, others to destruction -- 16 homes damaged, 18 destroyed. pic.twitter.com/SWPi5YDdhl",#TickFire,RosenfeldReport,2019-10-27 03:48:27+00:00,,1
"Evening Update: Our #RedCross shelter at West Ranch High School has closed, as our shelter residents have returned home following evacuation orders being lifted. Our shelter at College of the @Canyons [26455 Rockwell Canyon Rd] remains OPEN for anyone affected by the #TickFire. pic.twitter.com/Bcqpaxa35D",#RedCross #TickFire,RedCrossLA,2019-10-27 03:44:13+00:00,,1
"We’re good, wind must be blowing opposite direction, can’t even see any fires at the moment. Hope everyone is safe, @LAFD is AMAZING!!! #TickFire https://twitter.com/sweetonjessemac/status/1188293542587723776 …",#TickFire,JoJoWright,2019-10-27 03:34:10+00:00,,0
"Large bones that appeared to belong to a deceased human being were found in Santa Clarita in an area burned by the Tick Fire, the Los Angeles County Sheriff's Department said Saturday. https://ktla.com/2019/10/26/human-remains-found-in-burned-area-of-santa-clarita-unknown-whether-death-is-related-to-tick-fire/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db50fd68021ed0001327ac8&utm_medium=trueAnthem&utm_source=twitter …",,KTLAMorningNews,2019-10-27 03:32:40+00:00,,0
#TickFire Evening *Update* pic.twitter.com/Ni1wscm0on,#TickFire,LACoFDPIO,2019-10-27 03:23:13+00:00,,0
Homes in Santa Clarita covered in fire retardant during the Tick Fire. For @nytimes | Thanks to @crista.chapman for the support and great editing #tickfire https://ift.tt/31RyZma pic.twitter.com/ejX33XNvB0,#tickfire,AllisonZaucha,2019-10-27 03:19:27+00:00,,1
UPDATE: Burbank firefighters who were on the strike teams to fight the #Tickfire have been reassigned to the#Kincaidfire in Sonoma County. There are critical fire conditions for the next day or two. We hope for their safe return as soon as possible!,#Tickfire #Kincaidfire,myBurbankNEWS,2019-10-27 03:13:06+00:00,,1
"Large bones that appeared to belong to a deceased human being were found in Santa Clarita in an area burned by the Tick Fire, the Los Angeles County Sheriff's Department said Saturday. https://ktla.com/2019/10/26/human-remains-found-in-burned-area-of-santa-clarita-unknown-whether-death-is-related-to-tick-fire/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db5026f8021ed00013279fc&utm_medium=trueAnthem&utm_source=twitter …",,KTLA,2019-10-27 02:35:35+00:00,,0
"Californians we need to demand better. PG&E & other utility companies refuse to spend their money to fix their aging equipment, which start most of these fires. Then we pay with our lives. Every year, rinse & repeat. It will only get worse. Get mad! #TickFire #kindcadefire",#TickFire #kindcadefire,CarJChrisman,2019-10-27 02:32:12+00:00,,1
"Dearest Twitter, what are the best organizations to support with donations of all types during the (way too many) fires in California happening right now? Thanks in advance. #SonomaCounty #KincadeFire #TickFire #TooManyFires",#SonomaCounty #KincadeFire #TickFire #TooManyFires,lizlet,2019-10-27 02:16:17+00:00,,0
Point de situation concernant le #TickFire #SantaClarita - samedi 26 octobre à 19h https://losangeles.consulfrance.org/spip.php?article3920 …,#TickFire #SantaClarita,FranceinLA,2019-10-27 02:14:39+00:00,,0
"Tick Fire Now 55% Contained at 4,600 Acres After Destroying 18 Structures in Santa Clarita Area http://on.ktla.com/Y6oU0 via @ktla",,buckinghamfount,2019-10-27 02:12:31+00:00,,1
"BREAKING: Firefighters have achieved 55% containment of the 4,600-acre #TickFire, which has destroyed 18 buildings and damaged 16 more, fire officials said. http://on.ktla.com/Y6oU0",#TickFire,KTLA,2019-10-27 02:08:47+00:00,,1
#lacofd #firefighter #operating at the #tick #fire @chief_miller #chiefmiller @firefighterposts @LACoFDPIO @lacountyfd @LACoFireAirOps @lacountyfirefighters #LAFDPix #LAFD @LAFD #LosAngelesFireDept @losangelesfiredept #firefighters_daily #firefighting_ob… https://ift.tt/2qIU9pO pic.twitter.com/qqJdE3heiB,#lacofd #firefighter #operating #tick #fire #chiefmiller #LAFDPix #LAFD #LosAngelesFireDept #firefighters_daily #firefighting_ob,AlanSimmonsBFD,2019-10-27 02:08:27+00:00,,0
"#TickFire: Acreage remains at 4,615. Containment improved to 55%. 3 Firefighters injured. 18 structures destroyed. #LACoFD",#TickFire #LACoFD,lacfd,2019-10-27 01:59:41+00:00,,1
Same scale - #Kincade vs #TickFire pic.twitter.com/7JmZYOkrat,#Kincade #TickFire,Venice311,2019-10-27 01:35:03+00:00,,0
"HOG HEAVEN: People aren't the only evacuees returning home from the Tick Fire. Honey Bear the Pig at The Gentle Barn in Santa Clarita headed straight for the mud, happy to be back. pic.twitter.com/9HXmfM6VPK",,CBSLA,2019-10-27 01:17:17+00:00,,0
As the #TickFire burns it is a good time to remember how @KatieHill4CA's predecessor voted on the #GOPTaxScam. #californiawildfireshttps://medium.com/@ChangeTheLAUSD/the-dark-knight-a-congressman-votes-against-the-interests-of-his-constituents-380a6f672700?source=friends_link&sk=d02eb4fcae676a38c6feceb758fba214 …,#TickFire #GOPTaxScam #californiawildfireshttps,ChangeTheLAUSD,2019-10-27 01:03:48+00:00,,0
Better than being at home worrying about the #TickFire ! Go Bs! #NHLBruinspic.twitter.com/HEOMJm4quK,#TickFire #NHLBruinspic,AmuseBoucheMB,2019-10-27 00:54:57+00:00,,0
UPDATE: A preliminary investigation by the sheriff's office revealed the remains may have been there for at least a year and say the individual didn’t die as a result of the Tick Fire. http://bit.ly/2pkaZuK,,FOXLA,2019-10-27 00:50:10+00:00,,0
"The Tick Fire in the Sand Canyon area of Santa Clarita grew more than 600 acres overnight as it destroyed nine structures, burning through a total of 4,615 acres, authorities said Saturday. https://ktla.com/2019/10/26/tick-fire-now-4600-acres-after-growing-more-than-600-acres-overnight-destroying-9-structures/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db4e59e8021ed0001327837&utm_medium=trueAnthem&utm_source=twitter …",,KTLAMorningNews,2019-10-27 00:32:32+00:00,,1
FREEWAY OF FIRE: Cell phone video captures harrowing escape from Tick Fire https://cbsloc.al/2Wraw6t pic.twitter.com/C04HgXCI7H,,CBSLA,2019-10-27 00:26:23+00:00,,1
I live downwind from the Tick Fire. pic.twitter.com/p8hHsoR1vL,,FriesFreedom,2019-10-27 00:21:39+00:00,,0
Keep checking the SALUS #TickFire map for real-time updates from @ReadyLACounty! https://tinyurl.com/TickFire Special thanks to @KTLA @NBCLA @CurbedLA @LAist @ABC7 @UnivisionNews and everyone else who has shared the map! #esri #EMGTwitter #californiawildfires,#TickFire #esri #EMGTwitter #californiawildfires,HSACouncil,2019-10-27 00:20:41+00:00,,0
"#TickFire An awesome display of #teamwork between @LACOFD, @LASDHQ , and @LACoAnimalCare. MORE: https://www.instagram.com/p/B4GdZy2gBNN/ pic.twitter.com/no8abBPQ1a",#TickFire #teamwork,LACoFDPIO,2019-10-27 00:19:10+00:00,,0
"The Tick Fire in the Sand Canyon area of Santa Clarita grew more than 600 acres overnight as it destroyed nine structures, burning through a total of 4,615 acres, authorities said Saturday. https://ktla.com/2019/10/26/tick-fire-now-4600-acres-after-growing-more-than-600-acres-overnight-destroying-9-structures/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db4df534c15b8000148edc8&utm_medium=trueAnthem&utm_source=twitter …",,KTLA,2019-10-27 00:06:00+00:00,,1
"Burnt Offerings Human remains found in 'burnt area' near Tick Fire in Santa Clarita, authorities say https://abc7.com/human-remains-found-in-burnt-area-near-tick-fire-in-santa-clarita/5649627/ … via @abc7",,DaniellalLee,2019-10-26 23:54:57+00:00,,0
"With Tick fire 25% contained, many still under evacuation - Los Angeles Times https://www.latimes.com/california/story/2019-10-26/tick-fire-25-contained-several-neighborhood-remain-under-evacuation …",,hbecerraLATimes,2019-10-26 23:53:01+00:00,,1
Tick Fire is a gross name.,,BrentSimons,2019-10-26 23:52:26+00:00,,0
#PressRelease: Practice Safe Clean-up After a Fire - Public Health provides tips for safe clean-up following a fire. View https://bit.ly/366BXGU for more. #TickFire pic.twitter.com/PrAx882jbV,#PressRelease #TickFire,lapublichealth,2019-10-26 23:41:01+00:00,,1
There is a closure on the 14 S from Aqua Dulce to Soledad Cyn. CHP says the 2 R lanes are closed for fire-related repairs. #TickFire @knx1070 #LATraffic,#TickFire #LATraffic,FondoKNXTraffic,2019-10-26 23:31:25+00:00,,1
#UPDATE: LASD tells me human remains discovered in the #TickFire burn area may have been hidden in brush for about a year. Not related to the fire but was exposed because of the fire. The skeleton was found off Sand Canyon Road near Thompson Ranch Dr in Santa Clarita. pic.twitter.com/q3VJoBmWTp,#UPDATE #TickFire,ABC7Veronica,2019-10-26 23:22:41+00:00,,0
"**gets home after being evacuated since Thursday** **repacks evacuation bags, sets them by the door** Knowing we're supposed to have more Santa Ana winds this weekend, I'm not taking anything for granted. #beprepared #TickFire #cautious",#beprepared #TickFire #cautious,StonesOfTerrene,2019-10-26 23:19:36+00:00,,1
What caused the Tick fire? Investigators focus on site of explosions https://www.dailynews.com/2019/10/26/tick-fire-is-25-contained-on-saturday-morning/ … via @ladailynews,,hollyverde,2019-10-26 23:02:36+00:00,,1
"Human remains were found in Santa Clarita in an area burned by the Tick Fire, the Los Angeles County Sheriff's Department said Saturday. https://ktla.com/2019/10/26/human-remains-found-in-burned-area-of-santa-clarita-unknown-whether-death-is-related-to-tick-fire/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db4d0818021ed00013276e8&utm_medium=trueAnthem&utm_source=twitter …",,KTLAMorningNews,2019-10-26 23:02:29+00:00,,0
"As firefighters made progress against the #TickFire, officials said human remains were discovered in its charred path. The victim's identity is unknown and officials are investigating the cause of death. Whether it is related to the fire is undetermined. https://www.latimes.com/california/story/2019-10-26/tick-fire-25-contained-several-neighborhood-remain-under-evacuation …",#TickFire,latimes,2019-10-26 23:00:42+00:00,,0
Our friends at the Little Angels Project ( @DDogRescue) have been providing comfort & care at our 2 #RedCross shelters to animals affected by the #TickFire. Thank you! Don't forget to include your pets in your disaster plan https://rdcrss.org/2MeHGB1 pic.twitter.com/1CRq2Y5gN4,#RedCross #TickFire,RedCrossLA,2019-10-26 23:00:14+00:00,,1
"Human Remains Found in Burned Area of Santa Clarita, Unknown Whether Death is Related to Tick Fire http://on.ktla.com/H8ceK via @ktla",,photohuang,2019-10-26 22:58:48+00:00,,0
#tickfire #SaddleridgeFire #kincaidfire #fire #wildfires #wildfire @KFIAM640 @ConwayShow @janewells @darksecretplace @billhandelshow @johnandkenshowhttps://twitter.com/stevengregory/status/1188204737050464256 …,#tickfire #SaddleridgeFire #kincaidfire #fire #wildfires #wildfire,stevengregory,2019-10-26 22:48:11+00:00,,0
"TICK FIRE UPDATE: Human remains discovered In a burn area of the Tick Fire, which is now 25% contained. Homicide detectives sent to investigate https://cbsloc.al/32QmAAs",,CBSLA,2019-10-26 22:47:17+00:00,,0
"Kanyon Kountry Klan residents and #TickFire evacuees left this message for potential looters (there aren’t any and never were). Man, those white suburban casual fascists just love their performative cruelty, don’t they? @SCVAdvPostTimespic.twitter.com/i6EbWQ3ZvT",#TickFire,dadtifa,2019-10-26 22:40:37+00:00,,0
#CSIVeronica #TickFIre,#CSIVeronica #TickFIre,karldotcom,2019-10-26 22:17:13+00:00,,0
"Human remains found in 'burnt area' near Tick Fire in Santa Clarita, authorities say https://abc7.com/human-remains-found-in-burnt-area-near-tick-fire-in-santa-clarita/5649627/ … via @abc7",,tahititom,2019-10-26 22:14:07+00:00,,0
RT @CraigNews3LV: Investigators from @LASDHQ called to Sand Canyon Road/Thompson Ranch Dr.— in #TickFire burn zone. This morning a public works employee reported what appeared to be human remains. Unclear if related to the fire. @KNX1070,#TickFire,trixywh,2019-10-26 22:13:28+00:00,,1
Last night ~25 firemen came to eat @Rattler’s. Every1 stopped what they were doing&began to applaud those men for their sacrifice&hard work. Brought me to tears. Rattler’s then took care of all their meals. Proud to work for this company&grateful for those brave men #TickFire,#TickFire,caitlinhilly,2019-10-26 22:12:19+00:00,,0
"An investigation is underway after human remains were found in Santa Clarita, in a area where the Tick Fire is burning. http://bit.ly/2pkaZuK",,FOXLA,2019-10-26 22:10:37+00:00,,0
"#DEVELOPING: Human remains have been found in a 'burnt area' near Tick Fire in Santa Clarita, authorities say. Homicide detectives now investigating https://bit.ly/33Znfj4 @ABC7",#DEVELOPING,ABC7Veronica,2019-10-26 22:02:44+00:00,,0
What caused the Tick fire? Investigators focus on site of explosions https://www.dailybreeze.com/2019/10/26/tick-fire-is-25-contained-on-saturday-morning/ …,,RosenfeldReport,2019-10-26 22:02:33+00:00,,1
"Human remains were found in a burned area in Santa Clarita on Saturday, in the same city where the #TickFire continues to burn http://bit.ly/31POZ8c",#TickFire,KTLA,2019-10-26 22:00:30+00:00,,0
Sending good vibes to all those affected by the #TickFire,#TickFire,roeellisor,2019-10-26 21:38:34+00:00,,0
#Breaking The LA County Sheriff's Dept. confirms that human remains have been found in a burnt area of Santa Clarita after the #TickFire. An investigation is underway to determine if the death is related to the fire.,#Breaking #TickFire,mfuhrman,2019-10-26 21:33:36+00:00,,0
"The “Tick Fire” at 02:00 hours, Friday, October 25, 2019. I drove north on the 14 freeway at around 01:00 hours only seeing a glow in the hills. After an hour or so I drove south to head home and saw this. @ANGNewsLA @CBSLA @NBCLA @ABC7pic.twitter.com/0pBvZ9IQ2u",,scott_sevin,2019-10-26 21:08:38+00:00,,1
"A Canyon Country family managed to escape the fast-approaching flames of the Tick Fire on Thursday, but they lost their home, beloved animals and just about everything they had. https://ktla.com/2019/10/25/community-rallies-around-canyon-country-family-that-los-everything-in-tick-fire/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db4b52f8021ed000132755e&utm_medium=trueAnthem&utm_source=twitter …",,KTLA,2019-10-26 21:06:11+00:00,,1
#TickFire *Repopulation Update* pic.twitter.com/AGFKEDKaRS,#TickFire,LACoFDPIO,2019-10-26 21:05:02+00:00,,0
Image sequence of the #TickFire smoke plume over the course of October 24th using NOAA GOES-East satellite imagery See the map on NASA WorldView: https://go.nasa.gov/2JqdKl6 pic.twitter.com/xk8UI4lXUk,#TickFire,kevinmgill,2019-10-26 20:56:36+00:00,,1
"After the #TickFire ravaged chaparral across the hillside, it arrived at this stand of trees planted by John Youngblood over the past 30+ years. A mix of native and non native species. Which do you think fared better? pic.twitter.com/5PqNnM1CqS",#TickFire,JacobMargolis,2019-10-26 20:54:14+00:00,,0
"Carson, CA is not close to the #TickFire",#TickFire,DockreyKelley,2019-10-26 20:52:31+00:00,,2
#TickFire *IMPORTANT UPDATE* Incident Commanders have elected to CANCEL planned 5:00pm PRESS CONFERENCE. Due to rapidly improving incident conditions and competing logistical demands. Fire Department Officials will continue to field ongoing individual media interview requests.,#TickFire,LACoFDPIO,2019-10-26 20:12:40+00:00,,2
"The Tick Fire in the Sand Canyon area of Santa Clarita grew more than 600 acres overnight as it destroyed nine structures, burning through a total of 4,615 acres, authorities said Saturday. https://ktla.com/2019/10/26/tick-fire-now-4600-acres-after-growing-more-than-600-acres-overnight-destroying-9-structures/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db4a65d8021ed0001327469&utm_medium=trueAnthem&utm_source=twitter …",,KTLAMorningNews,2019-10-26 20:02:40+00:00,,1
"The #TickFire has consumed more than 4,600 acres and destroyed or damaged at least 18 structures. It is 25% contained, officials said. Roughly 1,300 firefighters remain on the scene to get an upper hand on the fire before Santa Ana winds kick up again. https://www.latimes.com/california/story/2019-10-26/tick-fire-25-contained-several-neighborhood-remain-under-evacuation …",#TickFire,latimes,2019-10-26 20:02:12+00:00,,1
"With Tick fire 25% contained, several neighborhoods remain under evacuation http://dlvr.it/RH1nQn #california #downtownpic.twitter.com/R4RcOBTJUQ",#california #downtownpic,Angel_City_Buzz,2019-10-26 20:01:32+00:00,,1
"With Tick fire 25% contained, several neighborhoods remain under evacuation https://www.latimes.com/california/story/2019-10-26/tick-fire-25-contained-several-neighborhood-remain-under-evacuation …",,LANow,2019-10-26 20:00:21+00:00,,1
Welcome home Honey Bear! #TickFire https://twitter.com/TheGentleBarn/status/1188175631990706176 …,#TickFire,AngieNBCLA,2019-10-26 19:58:52+00:00,,0
"The Tick Fire in the Sand Canyon area of Santa Clarita grew more than 600 acres overnight as it destroyed nine structures, burning through a total of 4,615 acres, authorities said Saturday. https://ktla.com/2019/10/26/tick-fire-now-4600-acres-after-growing-more-than-600-acres-overnight-destroying-9-structures/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db4a0084c15b8000148e9d2&utm_medium=trueAnthem&utm_source=twitter …",,KTLA,2019-10-26 19:35:45+00:00,,1
"It’s the little things that make my job easy. Found this on a car while at a hard closure yesterday. So happy to hear some residents affected in the #TickFire are able to return home this morning. Many thanks to my partners, @LACOFD & other agencies out therepic.twitter.com/3B9yUzHhOZ",#TickFire,LASDWally,2019-10-26 19:15:41+00:00,,0
This is good advice. Some of the people I've met in the #TickFire area were not under evacuation notice when their yards/homes caught on fire. These things move fast. Be ready to go. https://twitter.com/Weather_West/status/1188154974171123712 …,#TickFire,JacobMargolis,2019-10-26 19:12:13+00:00,,1
"Stayed at a hotel last night because of #TickFire evacuations. Woke up to this view...but the first thing I did was check the rooftops for snipers lol. Too much #ModernWarfare ? Nah, see you online!pic.twitter.com/FEgA1aY6E0",#TickFire #ModernWarfare,SMaddening,2019-10-26 19:04:06+00:00,,1
"A Canyon Country family managed to escape the fast-approaching flames of the Tick Fire on Thursday, but they lost their home, beloved animals and just about everything they had. https://ktla.com/2019/10/25/community-rallies-around-canyon-country-family-that-los-everything-in-tick-fire/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db498468021ed0001327394&utm_medium=trueAnthem&utm_source=twitter …",,KTLAMorningNews,2019-10-26 19:02:33+00:00,,1
"3,700-acre Tick Fire consumes homes in Los Angeles County #Torabi.com #Los Angeles #Real Estate #Buy Home #Sell Home #Luxury #LA Market #Propertyhttps://bhive.nectar.social/X8aDRW",#Torabi #Los #Real #Buy #Sell #Luxury #LA #Propertyhttps,LAMarketRealEst,2019-10-26 19:00:47+00:00,,1
To anyone who’s followed the news of wildfires in California in recent years — or this week’s Tick fire — the 200-page report commissioned by Los Angeles County officials on last year’s Woolsey fire will sound terrifyingly familiar. https://www.latimes.com/opinion/story/2019-10-25/woolsey-tick-fire-report-climate-change …,,latimesopinion,2019-10-26 19:00:00+00:00,,1
West LA I405 S / Getty Center Dr **Car Fire** http://m.chp.ca.gov/incident.aspx?id=191027LA02288 …,,chp_la,2019-10-27 22:25:02+00:00,,1
"something is on fire on the highway near the getty museum. it was spreading up the hill to the homes, thankful there is a firetruck on the scene working to put out the flames. hopefully everything works out and nobody gets injured",,nadiaxhunna,2019-10-26 11:18:56+00:00,,1
I meant fires that were close together time wise but yes I remember woolsey and also the one by the Getty too.,,lcampbe79,2019-10-25 04:37:29+00:00,,2
