,tweet,label,lat,long
214,Looks like there's a lot of power outages. One in the inglewood area and Blackfoot.  #calgary,on-topic,34.06008036619648,-117.31856507535605
215,Haven't worked out that hard in 2 months omg,off-topic,33.75974103836245,-117.73661041005714
216,"Ah, sweet victory. Close enough",off-topic,33.933459209773424,-117.74713851296949
217,"I always think of baby names, I ain't ever having kids!",off-topic,33.91121414907203,-117.77093361310806
218,Only crummy thing about being stuck at school all day is that I become the Help Desk for everyone. Without wanting to be.,off-topic,33.98361124795828,-117.70045159517007
219,Thanks @BellMobility for charging me data for nothing. #hatebell,off-topic,34.11990837260898,-117.60491209788876
220,"He did it! #Somehow, Master Gnost-Dural did it!",off-topic,33.88741436193303,-117.50303393814283
221,#UnderTheDome shows up at this time as Trend in Calgary http://t.co/UxpCkna1Fe,off-topic,33.773024038675004,-117.26424093791367
222,I wont cry cause I know I will never be lonely,off-topic,34.00088586242654,-117.96149306323615
223,@MitchLucker__: imagine waking up &amp; seeing this bad boy next to you every morning. http://t.co/2tgPuae1wk DUNT DO DIS TO ME JEFF FEELS!1!!,off-topic,34.103393678155115,-117.43486794784387
224,Canada's 5th largest city? MT @robedits: Our hottest story.  Why the city is still in big trouble #Calgary #yyzflood http://t.co/5lPtqevN4I,on-topic,34.04325383809025,-117.32139551986147
225,City crews fill sand bags along River Road in #medhat as water levels rise in the South Saskatchewan River #abflood http://t.co/ZMpClVChI4,on-topic,33.72137537391577,-117.9057202760861
226,@tiwilli12: Cenovus Donating $1M to #abflood relief incl. $250K immediately to @redcrosscanada; will also work w/ other community partners,on-topic,34.07354370413219,-117.37848013682155
227,Heart creek runs along side the highway instead of going under it now. http://t.co/r90zU6Vt3p,on-topic,34.05606605768589,-117.6552191475622
228,": Drinking tea while resting my lovely feet on the table ahhhhhhhhh, mhmmm.",off-topic,33.99070921595997,-117.95169920801995
229,@__rilleyGriffin thank uu! I would never of thought of that either,off-topic,34.0891489383164,-117.788170691266
230,Slide show of high quality photos of the flood from June 24. #mhflood http://t.co/nVDKfNf6iw,on-topic,34.07106946130122,-117.37097051225403
231,IT'S A BEAUTIFUL DAY @ The Banff Centre http://t.co/RtwYc6eSjv,off-topic,33.741228493315205,-117.93637442956656
232,@northwestsports wow very cool logo!,off-topic,34.07941751151943,-117.67833698005043
233,@michielinman Again. Whats the over/under on you being back?,off-topic,33.72394446592336,-117.7172750109846
234,All you find in the bowl. Fork's in the drawer. Cracked shells #go in the 'cycler.,off-topic,33.85867372395713,-117.24303181291077
235,@cityofcalgary: .@nenshi Macleod trail is fully open to traffic - they built a road in 1 day #yycroads #yycroads #yyctraffic - Amazing!!,on-topic,34.06840780817256,-117.35103229773127
236,handed him the long wooden pole to which the new standard was attached. Luke raised the standard high. I claim...  Th,off-topic,33.7758772534295,-117.41943413925617
237,10 days until I get to pretty much live on my quads and in paradise,off-topic,34.093522805032094,-117.21026302498102
238,@amandamarie403 @calgarraidh yah. I would just wait. My coworker said she's just stuck on 52nd between tracks.,off-topic,33.97191955794344,-117.58008072976506
239,Will always admire Kraftwerk for being amazing when boring 'classic' rock was throwing art into a shallow grave.,off-topic,33.705169692877064,-117.93717223007911
240,In the good old days a certified cheque was like cash... You could deposit it no  problem. #ihatebanks #frustrated,off-topic,34.02001433481649,-117.24928025013466
241,@janssen34032875: @AvaKoxxx: titty close up self shot  xxx wow xxx http://t.co/CJ2fUT8Pnu I would love to #titfuck those #massivejugs!!,off-topic,33.78593077903869,-117.56243825425321
242,Back at 'er bright &amp; early! I'll be live on @my96fm and @CHAT945 throughout the day w/ hourly updates on the #mhflood. Stay safe! #medhat,off-topic,34.16821832993136,-117.49225431335074
243,Some kinda allergies my face is red and itchy!! #wtf #yyc I want my #islandnights back. It might rain at home but it doesn't do this shiet,off-topic,33.887641605668136,-117.1761211000143
244,"tree had lived. All the chairs and furniture in Lowie's home seemed overlarge, built for bodies much #taller than the av",off-topic,34.085928557533684,-117.44751665882465
245,@JellyModern how's the Calgary location holding up?,on-topic,34.14073419424143,-117.15117776545804
246,"@CorieEberle Check that, your twitter app? Ever since I did, it's been pooched",off-topic,33.73750790788943,-117.21118279150478
247,"And now. Well, here I sit with Leia captured and awaiting who knows what fate. Do you think she's in some #miserable cell",off-topic,34.13895490429613,-118.01783941393056
248,"Now Hiring Welder Journeyman - B Pressure in Hinton, AB #oilandgas -&gt; Apply today! #job #hiring http://t.co/1v6GjMiroX",off-topic,33.77314331335825,-117.21192867787612
249,@bdydbl I'd be thinking sunshine and white sand beaches,off-topic,34.00416546793848,-118.01964825251709
250,Mayor advises everyone to avoid downtown area.  #abstorm #yyc #floodpotential,on-topic,34.03667350428126,-117.31972366564901
251,"@JonathanWillis @BruceMcCurdy - terrible at trade proposals but would Hemsky, Gagner and the 7th be about right for Seguin?",off-topic,33.83888283114119,-117.1870650434445
252,Where's that floatation device when you need it eh kharazny ? #dumpsterdiver #yycflood #atlantis  @ http://t.co/JC2xzWaGA7,on-topic,33.89045874278779,-117.3575102160842
253,Fri 07:00: Temp 13.2 C; Humidity 61%; Press 102.0 kPa / rising; Health Idx 1.3.,off-topic,33.820400542106114,-117.66633539028693
254,Congrats to the Blackhawks for winning the Stanley Cup*!  *shortened season Stanley Cup,off-topic,34.04606756490586,-117.84264152444602
255,My thoughts and prayers go out to everyone affected by the #yycflood. Stay in good spirits knowing that all of #yyc is thinking of you.,on-topic,33.968876578457454,-117.77931601648758
256,17 cars (including one Porsche) and 5 motorbikes were left in the underground garage during the flood. http://t.co/6spZwvnMSd,on-topic,34.01695682652805,-117.81364152743988
257,I cannot believe all of the flooding happening here in Calgary. http://t.co/aFdVEtpy62,on-topic,34.17025798614801,-117.99951544557894
258,Good @davidswann: visiting #Siksika Nation tomorrow to tour the damage &amp; see how to help http://t.co/FYs5P7N8pP #abflood #ablib,on-topic,34.11335993071866,-117.85274069625991
259,"like. He feels the damotite better than I do, does Arrad. When he cuts himself I think he'll bleed green. Arrad...",off-topic,33.803371819277295,-117.67833689274732
260,@Crackmacs same seems like 1/2 of#yyc is shut down.... #yycflood,on-topic,34.03612090433295,-117.37169983737614
261,"Every time I fight this boss, I take off another 10% damage. Hopefully that means only 3 more tries. #mgr",off-topic,33.7530730688897,-117.33406658641343
262,'Bergeron' appeared on Sunday 23 at the 13th place in the Top20 of Calgary's Trends: http://t.co/abTEjD6j7O,off-topic,33.794017156685776,-117.9365342861858
263,"rt had been a Corellian corvette, the Tantive 1 V Long and narrow, with a bow like a sledgehammer head turned sideways a",off-topic,33.78883028026868,-117.63534409728459
264,"For those documenting (and i trust that someone is) this heroic effort, my photos are your photos #sunnyside #yycflood",on-topic,33.968578265640396,-117.22014088307536
265,"Construction Safety Manager, Calgary AB #job #hiring http://t.co/Z021OiwOls",off-topic,33.88485032504505,-117.62236689712954
266,"Hahahaha! Too early for that shit, psycho.",off-topic,33.95357993196474,-117.45875211424162
267,"rious resistance, and the #very last thing they could have expected was resistance from Imperial storm-troopers. Brightwa",off-topic,33.84650310091879,-117.96318865605792
268,The only ships still moving on the screens were the,off-topic,33.718124421527335,-117.20870281936318
269,Lord of the Rings Adventure Board Game is happening at the lake. #nerdlife @ Laurier Lake http://t.co/FFF568MLug,off-topic,33.70805304305799,-117.71773339566978
270,"Taryn slipped out of the thicket and angled down toward the point where they expected to intercept the enemy, which Ben",off-topic,33.74276927808374,-117.7663583205212
271,"I'm at Land &amp; Sea (Calgary, Alberta) http://t.co/yEXwlAOXrU",off-topic,34.103840110508116,-118.00036832736335
272,@DrianRok I would like 2C him give directing a try bt really is there anything he can do...&amp; nt B good at it! Raised the bar for all men lol,off-topic,34.02626501953957,-117.60360728629865
273,After a 73 hour work week ima eat enough pasta to induce me into a food coma &amp; wake up sometime Monday,off-topic,34.06068497059043,-117.48877979927325
274,@FreshOuttaGayle you must be watching the jays game :-),off-topic,33.79357885053777,-117.92616831465634
275,@nenshi thank you for delaying your trip to Toronto to be here in Calgary. It is greatly appreciated. Best mayor ever!,on-topic,34.004337532571014,-117.31886172310116
276,A tightening in his chest made him realize he'd be #out of air soon. He'd only recently learned how to swim. But even a c,off-topic,33.84097092671056,-117.60071947941177
277,rested on a #large lounge with a repuls #autofollowback orlift motor.,off-topic,34.069947354578446,-117.38917631199278
278,You are so worth it.,off-topic,34.01214449456586,-117.47468598840877
279,This gopher sits pretty for Pringles chips Tigis having a ball! http://t.co/wVHem2aIlE,off-topic,33.9811749715765,-117.31463404764514
280,Yet to hear any thing bout the floods our end of the bow other then the dam has all flodd gates open,on-topic,34.03185380767082,-117.37243593322604
281,I think I would be more concerned for homeowners. @shelley_wine  @CamMacIntoshCBC,on-topic,33.99885089947349,-117.25437835294453
282,Mayor Nenshi and two awesome ladies delivering Timbits and coffee to front line workers in Bowness. #yycflood http://t.co/rNjaZaRPpH,on-topic,33.95892878308448,-117.58176205661798
283,@JoshuaAdamsRock  good morning my sexy rock star. Have a fantastic day my friend. Miss you!!! #love. #hugs. #friendship #TeamJoshua xoxoxo,off-topic,34.11171343836605,-117.55909929285232
284,Thousands of Calgarian's turnout today to volunteered to clean up after the flood. You rock Calgary! #yycflood #yyc http://t.co/vgDJEFDbeb,on-topic,33.77584163292508,-117.6288272350768
285,@jenbernson ME....sometimes celery and cheese whizzzzzz,off-topic,33.96860586440856,-117.6843196524432
286,"purple-bladed lightsaber he had built in his youth, the blade he had used to #destroy the clone, Alpha. A small metal to",off-topic,33.73768722861008,-117.73177235407881
287,Red velvet cake is gross  never again,off-topic,33.75963926184281,-117.73083838250007
288,@trendy_wendy1 @LarissaA89  @Scooper04 Siobhan found it on the ground and threw it at you as a representation of your friendship,off-topic,33.72143803904513,-117.60820002840613
289,@emanuelburnstad @jolson391 You're welcome but don't call me Doc yet! Still have to go to Uni...,off-topic,33.95130099244818,-117.34836695752081
290,"Internal Auditor and Accountant in Airdrie, AB #oilandgas #job #hiring http://t.co/17wYkSqPgG",off-topic,33.881207034880234,-117.32450893961371
291,@RadioSweetie: It's hard cumming up with tweets when you're sexy AVI is distracting me. Thank you thank you very much. #TipsShadesAndWinks,off-topic,33.8264096533343,-117.58956070881432
292,'Letang' appeared on Friday 28 at the 5th place in the Top20 of Calgary's Trends: http://t.co/D4b8ao3H8c,off-topic,34.167842494240325,-117.32006641973308
293,Mirror mirror on the wall who's tge fairest of them all,off-topic,33.98573603087122,-117.70740277863948
294,Free pancake breakfast at #FortCalgary ? Don't mind if I do!  Happy Canada Day!,off-topic,33.788172220165045,-117.99535379875499
295,"s the day was hot, and Luke's fingers were growing numb. Gradually, a strange, unsettled feeling descended over him. For",off-topic,34.08954523307583,-117.14220062938587
296,"Construction Safety Manager, Calgary AB #job #hiring http://t.co/T4wcorkMXW",off-topic,33.76490261446027,-117.27109508287056
297,Sconn exhaled audibly and slumped back against the wall adjacent to Burgo's suite. His eyes fluttered closed.,off-topic,34.02655402094949,-117.74828231555293
298,@narrynicotine SO CHASE GOT HIS PHONE BACK  AND THIS IS KIND OF WHAT I SEN HIM IM LAUGHING http://t.co/cmUrLnpo2l,off-topic,33.77572264285069,-117.18912328215902
299,"For the last little while, it's been really dark when I've driven through the city's downtown at 4 AM. http://t.co/4Aha8AdlAC",on-topic,34.04029970473898,-117.36178554960215
300,"@Fan4EvaWhitneyH I'll just have to be here twice as much for you now, Baby Girl. Sheena will show me how. She'll always be with you too.",off-topic,34.02349606220178,-117.38598083207688
301,Bahay ni Lola Margarita   Please come stop by our Garage Sale Fundraiser for WYD!!! Your support is http://t.co/1NrsDjsdMQ,off-topic,33.78395472231543,-117.74152557396017
302,Spending the day helping out rural Albertans reclaim their homes. #abflood #yyc #calgarystrong [pic]: http://t.co/5Cm1NGawNs,on-topic,34.044364935479614,-117.32238926727037
303,"b offer being legit. That you, Falsta?",off-topic,33.91776707881185,-118.00615974967252
304,"He cursed under his breath as he walked, each stride punctuated with a soft expletive. The guilt did not relent and he c",off-topic,33.98579959995706,-117.73139658945124
305,@Premier_Redford Our thoughts are with the families as well.,on-topic,34.107548766546145,-117.77216094757411
306,"Why are you telling me all of this? Thune demanded, shifting in her bonds.",off-topic,33.96954310231123,-117.62176583724165
307,Women showing off bra straps is like guys showing off underwear.  Buy the right bra! Pull up your pants! #respect http://t.co/WWiy0F01jC,off-topic,33.855381102651826,-117.42772986620076
308,Calgary flooding 6 #YYC #flooding #Calgary - Memorial Drive looking West @ Centre St Bridge http://t.co/4pqkRhpuq6,on-topic,34.07163899349108,-117.32544705028384
309,10:00 AM @ Deerfoot Casino  $50 Deep Stack PLO Thursdays Pot-Limit Omaha Tournament @dficpkr http://t.co/AtDPIG3sJQ,off-topic,33.78898126237674,-117.7412620949608
310,@samjackwolfcarn @neeniem75 @Fella_Bentoumi @BATB_NZ @MadVet2000 @Lena_BatB @flyingeagle2223 @ilkaitzel don't want focus on negative stuff!,on-topic,33.71971616210701,-117.33232364998574
311,"Shhh. @alanacbaker: It has occurred to me I haven't slept in 36 hours. I think I may do that, soon. Why don't I feel more tired? #abflood",off-topic,34.006711225134,-117.26005758953902
312,@LLudvigson how they build it or how they destroy it?,off-topic,33.95815062765253,-117.633778593029
313,"High River residents' return a 'matter of days, not weeks': The Alberta government says it will be a matter of... http://t.co/vtY15XCF5J",on-topic,33.91604955072751,-117.63236171459245
314,born. But no living Keshiri could claim kinship to the distant Protectors. Whatever #status any native previously enjoyed,off-topic,33.76314446587201,-117.71255095479273
315,Wed 16:00: Partly cloudy. Risk of a thunderstorm this evening. Low 10.,off-topic,33.769944509837096,-117.25302327639378
316,Wood Buffalo residents to receive flood funds: Residents of Wood Buffalo will be able to apply for funding to... http://t.co/lbNelaLNET,on-topic,33.95010745828765,-117.70152273344058
317,@jennettemccurdy ... Do you like makin' license plates?,off-topic,34.064242614671166,-117.90961125977783
318,"When stuck in Black Diamond, one must buy an ice cream cone. It's the only logical choice",off-topic,33.93399672019875,-117.58515668496533
319,The one job i thought wouldnt be stressful is..,off-topic,33.93541627001488,-117.50805570812052
320,"I don't think so, Han said. That old dame is just space-crazy enough to think a few hundred tin suits might actually",off-topic,33.80734588677389,-117.49057911498683
321,Driving the forklift.. Feel something tickling my ear (pleas let it be my hair) worst fear come true.. Tar sand beetle! #nooo #cryingensues,off-topic,34.0992990180551,-117.79580742999973
322,Sold for 98% of list! Will donate 10% to flood victims &amp; relief. #yycflood #yyconward http://t.co/fAmwTvdikH,on-topic,34.089968033283434,-117.8140406241936
323,Why do I constantly lie to myself I say today is the day I will sleep ontime boom up at 4:30 am in the morn f me I'm a liar,off-topic,34.06836247214918,-117.68297386692416
324,@jamiechilcott crazy cat. So you doing uni or working?,off-topic,33.76096645025386,-117.66803048819466
325,f Nar Shaddaa and thrown to a pit of starved vr,off-topic,33.78779751474966,-117.426377930143
326,"@nenshi @ToriePeterson: When the state of emergency is lifted, I feel like the flame should be lit on the Calgary Tower. #yyc #yycflood",on-topic,34.06485572046541,-117.34616206546708
327,"Not bad, Solo, Anja said. Your method was crude, but it's good to know you occasionally do make the right decision.",off-topic,33.90928552325138,-117.73534422148283
328,Can everyone on my feed stop being a giant buzzkill? You can all go fuck your own face.,off-topic,33.723653496005326,-117.50161176857289
329,"hey! if we all buy a little bit of stuff, it adds up to alot! if you can, you should! panties &amp; soap &amp; stuff! easy!  http://t.co/3TlLTBln7t",off-topic,33.93933148683443,-117.96843212124126
330,"It won't be long now, I #guess, Vestara said.",off-topic,34.11059126233041,-117.41883355300881
331,"Calgary home buyers, sellers in muddy legal waters after flood #realestate #yycre  http://t.co/fvE5lk3uVn",on-topic,34.11379326270356,-117.80112437857115
332,@cityofcalgary: Many Bridges Closed across Calgary - complete list here: http://t.co/4xa3keBJmA #yyc #yycflood,on-topic,34.07656444303756,-117.33139410874051
333,If anyone needs batteries shaw store at chinook has a ton. @Crackmacs #yycflood,on-topic,33.72019492927613,-117.46256817325943
334,expecting to feel the emitter nozzle of a lightsaber pressing into her ribs just #before Jacen activated the blade.,off-topic,34.06418094786344,-117.86260424239835
335,Seeing Les Miserables  with Lisa McFadzean and Dana (@ Southern Alberta Jubilee Auditorium - @itsallatthejube) http://t.co/Vuz6rVnDSs,off-topic,33.98488950680436,-117.8189658626691
336,Bresking- 6 Calgary communities going back into homes TODAY:Details @GlobalCalgary #yucflood #abflood,on-topic,34.016940041291,-117.28816969054554
337,"and is usually viewed in a #heroic light, recent events notwithstanding.",off-topic,34.04524431496864,-117.62374708843126
338,"ook her. She dropped her lightsaber, one hand going to her throat attempting to pry off the invisible fingers, the other",off-topic,33.72615790763278,-117.43659665345774
339,"Bemused, Ahsoka stared at the deactivated holotransmitter. Lanteeb. How very mystifying. And she'd look into it like Ana",off-topic,34.1756309764115,-117.35591064099154
340,#toronto shows up at this time as Trend in Edmonton http://t.co/Di2peZPx0e,off-topic,34.03206739237241,-117.5165214311632
341,"@TheRealDeFiant hahahaha too many wanna be tough kids in Barrie, half of them are the biggest pussies lmao",off-topic,34.015385271940424,-117.9835079905256
342,"Play message, he told  #instantfollow it. #",off-topic,33.95513209569787,-117.7764876493924
343,I HAVE EXAMS ALL THIS WEEK LAJSJKDSKNSFJKSK OMG NO IM SO SCARED :((((((,off-topic,34.12058073938981,-117.24430709122899
344,"Counting my blessings more than ever this weekend for a dry home, an incredible city, and for such an amazing Calgary family",on-topic,34.169292015492815,-117.78386548703259
345,@eschwab15 could have used a penske today. Too bad you left early.,off-topic,33.80488378467996,-117.66315394964423
346,Races are cancelled in wainwright due to track n muddy....but it's going to be the same tomorrow. #just#saying,off-topic,34.060318434105014,-117.92657961102755
347,"dren to be alone. #Anakin and Tahiri sat side by side. Anakin stared out his window. As they passed Yavin 13, he found hi",off-topic,33.73395955817908,-117.89885917820885
348,The resignation in Han's voice worried Leia more than any amount of yelling or cursing would have. It almost seemed as t,off-topic,34.08818661987551,-117.60441806893455
349,@MetalGirlbuscus OMG! Have you seen Toby's high school yearbook photo? He hasn't changed!,off-topic,33.74201564086184,-117.35826915468455
350,"Lets take a few minutes, he suggested. Go wander around the suite, stare out at the city, get a drink, do whatever y",off-topic,33.991733075109416,-117.41695574269518
351,@amvanimere @chrisgggggg @MarcRondeau PS my room's on ninth floor if things really go to hell.,on-topic,33.77830379114669,-117.81766448080519
352,"All schools in the CCSD have been cancelled tomorrow, June 21, due to high water.  Stay safe everyone.",on-topic,34.0146448563088,-117.73740477098117
353,"When Ben failed to answer, Tahiri shot him a knowing half smile. Sorry-I forgot. You're the man who tells us nothing.",off-topic,34.07022983943238,-118.02211219629757
354,@froknowsphoto flooding in Calgary Alberta http://t.co/mAmDk419j3,on-topic,33.87612290247455,-117.78662151096651
355,"@UpperDeckHockey @UpperDeckSports just pulled pack wars 12-13 SPA Bobby Orr Team Canada  auto sp, great win http://t.co/4hSYUyxycG",off-topic,33.8992862835111,-117.9889878825369
356,@roryuphold No it's not that! :)   Just slow to reply to people this week because of all the flood disruption!,on-topic,34.03684120397606,-117.34976479978498
357,"While WRP and CPC are out tirelessly working to help the communities they represent, this ghoul says this. #abflood http://t.co/lokkJH3Zjt",on-topic,34.13472319260509,-117.46412188562194
358,So it was Halestorm I saw unloading @TheUnionWest: EDMONTON: TONIGHT @Halestorm rock @StarliteRoom w/ @ageofdays #yegmusic,off-topic,33.83334926701823,-117.9939610915566
359,So head transplants are doable now. http://t.co/AxHwTTrlKG,off-topic,34.12087335756275,-117.95326841357287
360,And they're not the only ones.,off-topic,33.75587961107773,-117.7976102406813
361,So many diapers. I fucking love my city. @ Lakeview Community Hall http://t.co/TiIIzGdXe1,off-topic,33.889607999233796,-117.58577370383021
362,I need to do something or I'm gonna drive myself crazy. Being home alone sucks.,off-topic,33.931855186727866,-117.14896338647424
363,rying to reactivate Centerpoint. And now #Gejjen used us to try to expand the war.,off-topic,34.05515847034374,-117.92631988502845
364,"Quick little reminder, please help out people who have lost everything http://t.co/d9eoofN7Ls",on-topic,33.96524389749694,-117.48994971586494
365,Half Off Bridal-Gown Dry Cleaning from Fine Drycleaning http://t.co/POuzsUZyDH,off-topic,34.0163689815662,-117.45697590365613
366,HAHAHAHAHAH some guy just said he loved my hair then asked me on a date I'm scared,off-topic,33.70571272314143,-117.74409624604716
367,"think they control it, but they're tragically mistaken. The dark side of the Force controls and consumes them, consumes",off-topic,33.968279347993814,-117.95866420220572
368,"le. The commander repeats that surrender simply is not possible, and reiterates #that the only peaceful solution to this",off-topic,33.756606318128775,-117.49481607949403
369,at w #instantfollow anting a thing does not mean getting a thing.,off-topic,33.71383123035784,-117.69802698517088
370,The river along Sifton Road is encroaching on yards. Lower than Mission but running much faster. #yyc #ABflood http://t.co/C49kI8XXDY,on-topic,34.078553421604674,-117.36965630363689
371,"ll him. I just wanted to rush over there and take Vader apart, #piece by piece. Despite the troopers that had appeared an",off-topic,33.764962279217094,-117.49773585078555
372,Calgary holds its breath as flood waters advance. Surrounding communities are getting pummeled by Mother Nature. #yyc #yycflood,on-topic,34.11520907760646,-117.89571959612944
373,"a peaceful assembly in their own Big Circle of Fun did not violate the rules established by their Blaudun masters, it #si",off-topic,33.76758508159711,-117.34537192070934
374,"The Force will sustain #him, Rolund added.",off-topic,34.05743441367006,-118.00043524815779
375,"Is miserable, need some sort of therapy..just can't decide if it should be in the form of retail, chocolate or wine! *sigh* #seriously",off-topic,34.0335619701679,-117.776375317895
376,@DrewBarnesMLA  also! MT@houseguy4410 @BlakePedersen1 Blake I cant say enough 4 the long days U have put in #wrp #mhflood #rollupyoursleves,on-topic,33.71696257240298,-117.57730803114528
377,"Collection Officer needed in Edmonton, BC, Entry level! Apply today! #job #hiring http://t.co/SsEP298tYQ",off-topic,34.10793378872005,-117.53414846318438
378,"(Silence)...I can't hear you (Crowd boos), thumbs up. Hahaha",off-topic,33.980164865386016,-117.3045098429728
379,"People's back yards are gone, houses starting to fall in @ Canmore, AB http://t.co/lNKCSQEVUE",on-topic,34.06434341775707,-117.33377592506453
380,On thing that makes the CHL a great place to groom pros? The crowds. Gets the kids used to external pressure.,off-topic,34.15682580692877,-117.23430351347562
381,@misheybelle @DriveYYC looks like an Executive L series Lincoln Towncar (mini stretch limo) which is a good foot longer than most cars #kcco,off-topic,33.90049495944276,-117.89190672122137
382,@karibear09 Im fine...been having a lovely chat with @DrianRok !,off-topic,33.771943834267056,-117.3601912835228
383,The poor guy who owns this house!! #yyc #cranston #scary #ig @ Home http://t.co/Se3JNY5LRH,on-topic,34.067714859778846,-117.36864480649388
384,'Canada Day' appeared on Tuesday 25 at the 17th place in the Top20 of Calgary's Trends: http://t.co/n4SBI4rzqz,off-topic,34.138127311583816,-117.62768265530661
385,"There's thunder a lightning, cuddle weather girls :ppppppp #comecuddle",off-topic,34.01205371307252,-117.3236540919669
386,"@aldjohnmar @nenshi Be safe! Thanks! And thank you to ALL #yyc, regional and #ableg emergency workers. We're grateful you're on the job.",on-topic,33.91092701788111,-117.17801365889562
387,"@d_gilmerCFRE @cfcalgary @CF_Hamilton Waiting to see how they do against the Stamps ! Calgary strong, flood and all ! @cfcalgary",on-topic,33.98417149715849,-117.35446269842548
388,Don't ever in your life call me Nigga,off-topic,33.81831672154234,-117.92622018543437
389,@habschick66 lol....Lets hope the #blackhawks have something to say about it.,off-topic,33.81963894982834,-117.13862570936566
390,@BrookeTrishia Calgary.. Why are you dancing without me!,off-topic,33.981838784158676,-117.66361999177096
391,Party in Miami tonight! The #Heat have done it again. NBA Champions!!!,off-topic,33.8710473739567,-117.96091534207231
392,"@ShelleyLarose @ericaryder @tavisford @darlenef949 @ImperialOil get stuff to us by noon tomorrow, or people can come with too",off-topic,34.083009123143974,-117.78102760531078
393,@TheRealJEatz depends if he is handicap the of course but if he is just a dumbass kid that's stupid. Have fun diying faggot,off-topic,34.133890294393225,-117.27026234122306
394,"I'm at Stephen Ave Mall (Calgary, AB) http://t.co/AcBJCF5YQo",off-topic,34.059484694317916,-118.0092751311472
395,I think I've had the same battery in my Sunrise pickup for a decade now.,off-topic,33.772729369244104,-117.42290183253172
396,I haven't seen Molly in like 3 weeks.....where's that bitch hiding,off-topic,33.83989386074183,-117.43305769425554
397,Forgot to take my makeup off last night and its just looking fantastic this morning #naaat,off-topic,33.904373457965136,-117.56400600225746
398,Supreme bug protection. Cooking for a house full of refugees. #floodageddon @ Dunne/Turk Household http://t.co/jMvHHe5xZF,on-topic,34.032641651434766,-117.36965479407073
399,"On Saturday 22, #yycflood was Trending Topic in Edmonton for 8 hours: http://t.co/b0llsM3s3B",on-topic,33.838233523045666,-117.37573943517823
400,Just woke up and I can hear the rain coming down....like really? How bout no. This is enough.,on-topic,34.07856762829295,-117.34516754584278
401,Boonstock festival goers cleaning up after four-day party in Gibbons [Photos]: The fun and games have wrapped up... http://t.co/LAtxqJab1c,off-topic,33.77784363763868,-117.89961061775725
402,Residents of #Banff &amp; Lake Louise have their power back. It was out all night after a transformer flooded. A long night for crews. #abflood,on-topic,34.103154319568155,-117.30275220150065
403,First aid hurry up. I'm not being paid to sit around,off-topic,33.87429713856579,-117.53693657499332
404,100 000 people evacuated from Calgary. We're playing there in a tent tonight.. That is all. #WTF #LifeOnTheRoad http://t.co/CZINQqR3XJ,on-topic,33.71998715381295,-117.33222644110596
405,Thank you Calgary for everything!  #sunnyside #yycflood We no longer need food or supplies -- we are passing them along to other areas.,on-topic,33.818779054638306,-117.24808156295998
406,Province will work with RCMP to return High River firearms: Solicitor General Jonathan Denis said the government... http://t.co/roARAKS0x1,on-topic,33.869763166804084,-117.59445967907241
407,"@JerroldMcGrath I'll tell Noah, he'll be happy to get the costume back. It's the little things these days!",off-topic,34.009100419213894,-117.93115563233808
408,Going home...fun night still,off-topic,34.14240324077463,-117.27025906940278
409,@hitthepost they will not draft Fucale. In Feasters interview he did not mention goalie as a position of need,off-topic,34.1667459974749,-117.97226331465431
410,@cityofcalgary @CalgaryPolice is there anything I (or anyone) can do to help with the flood relief efforts?  #yycflood,on-topic,34.09491483361118,-117.29638459944209
411,"eir side, sweeping a deadly path toward the #nearest building. Their bodyguards closed in behind them, blocking pursuit a",off-topic,33.83883453989054,-117.52659604654774
412,"#bowriver #yyc railway bridge failure stabilizing in last hour, railcars to be offloaded to tankers on parallel bridge. Lets hope",off-topic,34.127091545008106,-117.19182646979476
413,"Update: Eden Valley This is river n it's still raining,water treatment plant needs repairing #abflood #yycflood http://t.co/tsodfvyo2g",on-topic,34.16921516302473,-118.00419251586565
414,@stopbeingfamous Don't let them forget what so many Republicans thought of Mandela including Regan and Cheney.,off-topic,34.01002277803431,-117.76962036519406
415,He asks her to a movie.,off-topic,33.71655528930901,-117.14213599729959
416,I haven't danced in forever.,off-topic,34.00954928394762,-117.29181705841025
417,selfie mode... still feeling pretty in my zombie-like face...after my 8-hr graveyard shift then kiddos http://t.co/MuHhjM73yW,off-topic,34.047405847906816,-117.82238547903974
418,"Wait... One cache left for me to get, and it's in the Eternal Battlegrounds. And the WvW reset is today. This is going to be hellish. #gw2",off-topic,33.697492939550315,-117.76246358947023
419,@brittannyyx according to your horoscope you are always jealous... I think that's funny for some reason,off-topic,34.0867080553829,-117.96537814479271
420,"raffic's at a stop:that one clump of men is still holding back, still #trying to get Skywalker up on their shoulders.",off-topic,33.78193788052508,-117.16343749604553
421,he knew he would have to play up that fact if he hoped to enlist Poste in the search. The kid wasn't much with a blaster,off-topic,34.09375015087534,-117.13753248125111
422,noree cried out in pain. Dal grinned.,off-topic,33.86697769484872,-117.90006780626341
423,Does your heart stop when my name pops on your phone? Do you smile when you text me? Do you save my messages? Do you look back at my texts?,off-topic,33.840584684241534,-117.65513655286975
424,"Machine Tool Sales Representative needed in Cochrane, AB. Great pay ! #job #hiring http://t.co/DVzeWGRbyy",off-topic,33.708274196715195,-117.90402202295566
